moradia_classe;moradia_zoneamento;rua_tipo;lote_formato;terreno_contorno;utilidades;lote_config;terreno_declive;vizinhanca;condicao_1;condicao_2;geral_qualidade;geral_condicao;telhado_estilo;telhado_material;exterior_cobertura_1;alvenaria_tipo;exterior_qualidade;exterior_condicao;fundacao_tipo;porao_num_banheiros_lavabos;aquecimento_tipo;aquecimento_qualidade_condicao;ar_condicionado_central;sistema_eletrico_tipo;acima_solo_num_cozinhas;cozinha_qualidade;funcional;entrada_veiculo_pavimentada;venda_tipo;lote_area;construcao_ano;remodelacao_ano;alvenaria_area;porao_area_com_acabamento_1;porao_area_com_acabamento_2;porao_area_sem_acabamento;porao_num_banheiros;primeiro_andar_area;segundo_andar_area;acima_solo_num_banheiros;acima_solo_num_lavabos;acima_solo_num_quartos;acima_solo_num_comodos;total_num_lareiras;garagem_capacidade_carros;deck_madeira_area;varanda_aberta_area;varanda_fechada_area;venda_mes;venda_ano;venda_valor
020;Residencial média densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Old Town;adjacente a rua arterial;normal;acima da média;boa;duas águas;telha padrão (composto);tapume de metal;nenhum;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;média;Y;caixa de fusíveis acima de 60 AMP e toda a fiação Romex (média);1;média;funcionalidade típica;Y;WD;7407;1957;1996;0;600;0;312;1;1236;0;1;0;2;6;0;2;0;158;158;4;2010;149700
070;Residencial média densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Old Town;normal;normal;abaixo da média;boa;duas águas;telha padrão (composto);tapume de vinil;nenhum;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;boa;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;7740;1910;1950;0;0;0;622;0;741;622;1;0;3;6;0;2;0;0;0;6;2010;125500
Outros;Residencial média densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Old Town;normal;normal;abaixo da média;acima da média;duas águas;telha padrão (composto);tapume de vinil;nenhum;m\u00e9dia;média;concreto derrramado;0;forno de ar quente a gás;boa;Y;disjuntores padrão e Romex;2;média;funcionalidade típica;N;WD;11340;1885;1950;0;0;0;777;0;1246;1044;2;0;4;11;0;2;0;0;114;4;2010;122500
070;Residencial média densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Old Town;normal;normal;acima da média;boa;duas águas;telha padrão (composto);tapume de madeira;nenhum;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;média;Outros;Y;WD;10560;1922;1994;0;283;0;455;0;868;602;1;1;2;6;0;2;0;0;0;6;2010;140750
050;Residencial média densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote de esquina;declive leve;Brookside;adjacente a rua alimentadora;Outros;média;acima da média;duas águas;telha padrão (composto);tapume de metal;nenhum;m\u00e9dia;boa;bloco de concreto;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;5830;1950;1997;0;788;0;200;0;1030;582;1;1;3;7;0;1;0;0;0;3;2010;128500
Outros;Residencial baixa densidade;pavimentada;levemente irregular;bancada;todas as utilidades p\u00fablicas;lote de esquina;declive leve;Brookside;normal;normal;boa;boa;duas águas;telha padrão (composto);tapume de madeira;nenhum;m\u00e9dia;média;tijolo e telha;0;forno de ar quente a gás;média;N;caixa de fusíveis acima de 60 AMP e toda a fiação Romex (média);1;boa;funcionalidade típica;Y;WD;7793;1922;2005;0;474;0;634;0;1160;908;1;1;3;8;1;1;0;0;60;5;2010;209500
030;Residencial média densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Brookside;adjacente a rua alimentadora;normal;abaixo da média;boa;duas águas;telha padrão (composto);tapume de metal;nenhum;m\u00e9dia;média;tijolo e telha;0;forno de ar quente a gás;média;N;Outros;1;boa;funcionalidade típica;parcialmente pavimentada;WD;5000;1925;1950;0;188;0;577;1;765;0;1;0;2;4;0;1;135;0;41;4;2010;87000
050;Residencial média densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Brookside;normal;normal;acima da média;boa;duas águas;telha padrão (composto);tapume de metal;nenhum;m\u00e9dia;média;tijolo e telha;0;forno de ar quente a gás;média;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;6000;1939;1950;0;452;12;144;1;608;524;1;0;2;5;0;1;0;0;128;4;2010;134000
050;Residencial média densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Brookside;normal;normal;acima da média;acima da média;duas águas;telha padrão (composto);tapume de metal;nenhum;m\u00e9dia;boa;bloco de concreto;1;forno de ar quente a gás;excelente;Y;caixa de fusíveis acima de 60 AMP e toda a fiação Romex (média);1;média;funcionalidade típica;Y;WD;6000;1940;1950;0;264;0;308;0;848;348;1;1;3;6;2;2;0;0;0;3;2010;128000
050;Residencial média densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote de esquina;declive leve;Brookside;adjacente a rua alimentadora;normal;média;acima da média;duas águas;telha padrão (composto);tapume de metal;pedra;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;média;Y;caixa de fusíveis acima de 60 AMP e toda a fiação Romex (média);1;boa;Outros;Y;WD;6360;1942;1950;300;360;159;316;0;955;498;1;1;3;7;2;1;0;0;35;3;2010;132000
050;Residencial média densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Brookside;normal;normal;acima da média;boa;duas águas;telha padrão (composto);tapume de madeira;nenhum;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;média;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;parcialmente pavimentada;WD;6000;1948;1950;0;300;0;480;0;780;636;1;1;3;6;0;1;221;0;48;3;2010;139900
050;Residencial média densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Brookside;normal;normal;média;boa;duas águas;telha padrão (composto);tapume de vinil;nenhum;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;boa;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;parcialmente pavimentada;WD;6240;1936;1980;0;276;0;252;0;548;492;1;0;2;5;0;2;306;0;32;5;2010;123900
050;Residencial média densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Brookside;normal;normal;média;média;duas águas;telha padrão (composto);tapume de metal;nenhum;m\u00e9dia;média;tijolo e telha;0;forno de ar quente a gás;média;Y;Outros;1;média;funcionalidade típica;Y;WD;6240;1930;1950;0;448;0;480;0;928;608;2;0;4;7;1;2;0;10;0;3;2010;138400
030;Residencial média densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Old Town;adjacente a rua arterial;normal;acima da média;média;duas águas;telha padrão (composto);tapume de madeira;nenhum;m\u00e9dia;média;tijolo e telha;0;forno de ar quente a gás;média;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;6120;1923;1950;0;960;0;164;1;1068;0;1;0;2;5;1;1;0;0;128;3;2010;109500
070;Residencial média densidade;pavimentada;levemente irregular;bancada;todas as utilidades p\u00fablicas;lote interno;declive leve;Old Town;Outros;Outros;boa;acima da média;duas águas;telha padrão (composto);Outros;nenhum;m\u00e9dia;média;tijolo e telha;0;forno de ar quente a gás;boa;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;10300;1921;1950;0;0;0;576;0;902;808;2;0;3;9;0;2;12;11;64;4;2010;140000
050;Residencial média densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Old Town;normal;normal;abaixo da média;média;duas águas;telha padrão (composto);tapume de metal;nenhum;m\u00e9dia;Outros;bloco de concreto;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;8094;1915;1950;0;0;0;888;0;888;1074;1;1;4;9;1;2;160;0;364;6;2010;149500
070;Residencial média densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Old Town;normal;normal;acima da média;muito boa;duas águas;telha padrão (composto);tapume de madeira;nenhum;boa;boa;concreto derrramado;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;N;WD;12900;1912;2009;0;0;0;780;0;780;780;1;1;3;7;0;0;344;0;0;5;2010;159900
070;Residencial média densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Old Town;normal;normal;acima da média;muito boa;duas águas;telha padrão (composto);tapume de vinil;nenhum;m\u00e9dia;boa;tijolo e telha;1;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;3068;1920;1993;0;0;0;662;0;662;662;1;0;3;6;0;1;0;0;112;2;2010;122000
duplex - todas os estilos e idades;Residencial média densidade;cascalho;Outros;bancada;todas as utilidades p\u00fablicas;lote de esquina;declive moderado;Iowa DOT and Rail Road;Outros;normal;média;média;duas águas;telha padrão (composto);tapume de madeira;nenhum;regular;média;bloco de concreto;0;forno de ar quente a gás;média;N;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;8472;1963;1963;0;104;712;0;1;816;0;1;0;2;5;0;2;106;0;0;5;2010;110000
Outros;Residencial média densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Iowa DOT and Rail Road;normal;normal;abaixo da média;média;quadril;telha padrão (composto);tapume de vinil;nenhum;regular;Outros;Outros;0;forno de ar quente a gás;regular;N;disjuntores padrão e Romex;2;Outros;Outros;N;WD;5600;1930;1950;0;0;0;0;0;372;720;2;0;3;7;0;0;0;0;0;7;2010;55000
Outros;Residencial média densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Old Town;adjacente a rua alimentadora;normal;média;Outros;duas águas;telha padrão (composto);tapume de madeira;nenhum;m\u00e9dia;boa;tijolo e telha;0;forno de ar quente a gás;boa;Y;disjuntores padrão e Romex;2;boa;funcionalidade típica;N;WD;7630;1900;1996;0;0;0;360;0;1032;780;2;0;4;8;1;2;344;0;40;5;2010;140000
070;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Outros;normal;normal;boa;boa;duas águas;telha padrão (composto);tapume de metal;nenhum;m\u00e9dia;boa;bloco de concreto;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;Outros;24090;1940;1950;0;0;0;1032;0;1207;1196;2;0;4;10;2;1;56;0;318;6;2010;244400
020;Residencial baixa densidade;pavimentada;levemente irregular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Outros;adjacente a rua alimentadora;normal;média;média;duas águas;telha padrão (composto);placa dura;face de tijolo;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;boa;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;15263;1959;1959;90;766;0;656;0;1675;0;2;0;3;8;2;1;0;132;0;5;2010;173000
050;Residencial baixa densidade;pavimentada;levemente irregular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Outros;normal;normal;média;Outros;duas águas;telha padrão (composto);tapume de madeira;nenhum;m\u00e9dia;média;tijolo e telha;0;forno de ar quente a gás;boa;N;disjuntores padrão e Romex;1;Outros;Outros;N;Outros;10632;1917;1950;0;0;0;689;0;725;499;1;1;3;6;0;1;0;0;248;1;2010;107500
Outros;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Outros;normal;normal;média;abaixo da média;duas águas;telha padrão (composto);tapume de madeira;nenhum;regular;Outros;tijolo e telha;0;forno de ar quente a gás;média;N;disjuntores padrão e Romex;1;média;funcionalidade típica;N;Outros;9900;1915;1950;0;1026;0;186;1;1212;180;1;0;3;6;0;0;0;0;168;2;2010;1e+05
050;Residencial baixa densidade;pavimentada;levemente irregular;bancada;todas as utilidades p\u00fablicas;lote interno;declive moderado;Outros;normal;normal;acima da média;média;duas águas;telha padrão (composto);tapume de vinil;nenhum;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;excelente;N;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;6001;1940;1950;0;368;0;232;0;600;319;1;0;3;5;0;1;0;0;45;3;2010;95000
070;Outros;pavimentada;levemente irregular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Outros;normal;normal;abaixo da média;Outros;Outros;telha padrão (composto);tapume de madeira;nenhum;m\u00e9dia;média;bloco de concreto;0;Outros;média;N;disjuntores padrão e Romex;1;média;funcionalidade típica;N;WD;6449;1907;1950;0;73;0;634;0;942;942;1;1;4;7;0;0;0;0;239;3;2010;93369
Outros;Outros;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote de esquina;declive leve;Outros;adjacente a rua arterial;normal;média;boa;duas águas;telha padrão (composto);tapume de madeira;nenhum;m\u00e9dia;boa;tijolo e telha;0;forno de ar quente a gás;boa;Y;disjuntores padrão e Romex;2;média;funcionalidade típica;parcialmente pavimentada;Outros;6048;1910;1950;0;736;0;120;1;936;744;2;0;2;7;1;2;56;144;0;6;2010;114900
050;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Sawyer;adjacente a rua alimentadora;normal;média;muito boa;duas águas;telha padrão (composto);tapume de vinil;nenhum;m\u00e9dia;boa;bloco de concreto;0;forno de ar quente a gás;boa;N;disjuntores padrão e Romex;1;média;funcionalidade típica;N;WD;6342;1875;1996;0;0;0;780;0;780;240;1;0;2;6;0;0;0;0;176;5;2010;94000
duplex - todas os estilos e idades;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Sawyer;normal;normal;abaixo da média;Outros;duas águas;Outros;madeirra compensada;face de tijolo;regular;Outros;bloco de concreto;0;forno de ar quente a gás;média;N;disjuntores padrão e Romex;2;média;funcionalidade típica;Y;WD;10773;1967;1967;72;704;0;1128;2;1832;0;2;0;4;8;0;0;0;58;0;5;2010;136000
duplex - todas os estilos e idades;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Sawyer;normal;normal;abaixo da média;média;quadril;telha padrão (composto);placa dura;nenhum;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;média;N;disjuntores padrão e Romex;2;média;funcionalidade típica;Y;WD;10778;1968;1968;0;0;0;1768;0;1768;0;2;0;4;8;0;0;0;0;0;4;2010;136500
Outros;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Sawyer;normal;normal;média;abaixo da média;quadril;telha padrão (composto);madeirra compensada;nenhum;m\u00e9dia;média;concreto derrramado;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;11625;1965;1965;0;841;0;198;1;1039;0;1;1;3;6;0;2;0;0;0;4;2010;131500
020;Residencial baixa densidade;pavimentada;levemente irregular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Sawyer;normal;normal;média;acima da média;quadril;telha padrão (composto);tapume de madeira;face de tijolo;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;média;Y;disjuntores padrão e Romex;1;média;Outros;Y;WD;11341;1957;1996;180;1302;0;90;1;1392;0;1;1;3;5;1;2;0;0;0;5;2010;121500
020;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;Outros;declive leve;Sawyer;adjacente a rua alimentadora;normal;média;média;duas águas;telha padrão (composto);placa dura;nenhum;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;média;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;8521;1967;1967;0;842;0;70;0;912;0;1;0;3;5;1;1;0;0;0;5;2010;125000
020;Residencial baixa densidade;pavimentada;levemente irregular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Sawyer;normal;normal;média;muito boa;duas águas;telha padrão (composto);madeirra compensada;nenhum;m\u00e9dia;boa;bloco de concreto;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;Y;WD;8246;1968;2001;0;188;668;204;1;1060;0;1;0;3;6;1;1;406;90;0;5;2010;154000
020;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Sawyer;normal;normal;média;boa;quadril;telha padrão (composto);placa dura;face de tijolo;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;Y;WD;7800;1966;2008;47;240;474;150;1;892;0;1;0;3;5;0;1;0;0;0;6;2010;137900
060;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote de esquina;declive leve;Sawyer;normal;normal;acima da média;boa;duas águas;telha padrão (composto);placa dura;pedra;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;média;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;9364;1969;1969;143;371;0;292;0;663;689;1;1;4;7;0;1;379;36;0;3;2010;158000
020;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Sawyer;normal;normal;média;média;quadril;telha padrão (composto);placa dura;nenhum;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;7832;1968;1968;0;775;0;89;1;864;0;1;0;2;4;0;1;226;0;0;5;2010;137250
duplex - todas os estilos e idades;Residencial baixa densidade;pavimentada;levemente irregular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Sawyer;normal;normal;média;média;duas águas;telha padrão (composto);madeirra compensada;nenhum;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;média;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;7424;1978;1978;0;1319;0;0;1;1373;0;1;0;3;5;2;2;0;0;0;5;2010;160250
060;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Sawyer;normal;normal;média;média;duas águas;telha padrão (composto);placa dura;nenhum;m\u00e9dia;boa;bloco de concreto;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;11227;1968;1968;0;267;453;0;0;720;720;1;1;4;7;2;2;192;38;0;3;2010;163000
060;Residencial baixa densidade;pavimentada;levemente irregular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;rua sem saída;declive leve;Sawyer;normal;normal;acima da média;média;quadril;telha padrão (composto);placa dura;Outros;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;média;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;11616;1978;1978;328;438;0;234;0;672;714;2;1;3;6;1;2;335;0;0;4;2010;158900
060;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive moderado;Outros;normal;normal;boa;média;duas águas;telha padrão (composto);tapume de madeira;nenhum;boa;média;concreto derrramado;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;Y;WD;14000;1996;1997;0;1201;0;105;1;1306;954;2;1;3;7;0;2;296;44;0;4;2010;328000
020;Residencial baixa densidade;pavimentada;levemente irregular;depressão;todas as utilidades p\u00fablicas;lote interno;declive moderado;Outros;normal;normal;boa;boa;quadril;telha padrão (composto);tapume de madeira;nenhum;boa;boa;bloco de concreto;0;forno de ar quente a gás;boa;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;20062;1977;2001;0;1092;0;328;1;1483;0;1;1;1;4;2;2;496;0;0;4;2010;270000
030;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote de esquina;declive leve;Sawyer;adjacente a rua alimentadora;normal;abaixo da média;abaixo da média;duas águas;telha padrão (composto);tapume de madeira;nenhum;m\u00e9dia;média;tijolo e telha;0;forno de ar quente a gás;média;N;disjuntores padrão e Romex;1;média;funcionalidade típica;N;WD;9259;1927;1950;0;0;0;660;0;756;0;1;0;2;4;0;2;80;0;0;6;2010;85000
020;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Sawyer;normal;normal;abaixo da média;boa;duas águas;telha padrão (composto);tapume de vinil;nenhum;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;média;Y;disjuntores padrão e Romex;1;boa;Outros;Y;WD;9600;1950;1995;0;442;0;625;0;1067;0;2;0;2;4;0;2;290;0;0;2;2010;128000
Outros;Residencial baixa densidade;pavimentada;regular;depressão;todas as utilidades p\u00fablicas;lote interno;declive severo;Outros;normal;normal;boa;acima da média;Outros;Outros;madeirra compensada;nenhum;boa;média;concreto derrramado;0;forno de ar quente a gás;média;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;Y;WD;23595;1979;1979;0;1258;0;74;2;1332;192;0;1;0;4;1;2;268;0;0;4;2010;260000
060;Residencial baixa densidade;pavimentada;levemente irregular;depressão;todas as utilidades p\u00fablicas;rua sem saída;declive moderado;Outros;normal;normal;acima da média;média;duas águas;telha padrão (composto);tapume de vinil;face de tijolo;m\u00e9dia;média;concreto derrramado;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;Y;WD;17082;1978;1992;288;964;0;153;1;1117;864;2;1;4;8;1;2;336;104;0;5;2010;230000
050;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Edwards;normal;normal;Outros;abaixo da média;duas águas;telha padrão (composto);tapume de madeira;nenhum;m\u00e9dia;média;bloco de concreto;1;forno de ar quente a gás;média;Y;caixa de fusíveis acima de 60 AMP e toda a fiação Romex (média);1;Outros;funcionalidade típica;Y;WD;18600;1938;1990;0;288;684;0;0;1052;558;2;0;4;8;1;1;0;0;60;6;2010;124000
030;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote de esquina;declive leve;Edwards;normal;normal;média;média;duas águas;telha padrão (composto);tapume de madeira;nenhum;m\u00e9dia;média;tijolo e telha;0;forno de ar quente a gás;regular;N;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;Outros;10625;1920;1950;0;108;0;350;0;835;0;1;0;2;5;0;1;0;0;77;5;2010;83000
020;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Edwards;normal;normal;acima da média;boa;duas águas;telha padrão (composto);tapume de madeira;nenhum;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;Y;WD;11479;1950;1987;0;104;387;172;1;1074;0;1;0;3;6;1;1;0;52;52;6;2010;144500
020;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Edwards;normal;normal;média;acima da média;duas águas;telha padrão (composto);tapume de madeira;nenhum;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;média;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;9571;1956;1956;0;739;0;405;1;1144;0;1;0;3;6;0;1;44;0;0;6;2010;129000
050;Residencial baixa densidade;pavimentada;regular;bancada;todas as utilidades p\u00fablicas;lote interno;declive leve;Edwards;normal;normal;abaixo da média;acima da média;duas águas;telha padrão (composto);Outros;nenhum;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;9350;1947;1979;0;192;0;564;0;1169;0;1;0;3;8;1;1;0;0;0;6;2010;127000
020;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Edwards;normal;normal;média;boa;duas águas;telha padrão (composto);Outros;nenhum;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;média;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;9525;1954;1998;0;954;0;218;1;1172;0;1;0;3;5;0;1;240;0;0;6;2010;128000
020;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote de esquina;declive leve;Edwards;normal;normal;acima da média;média;duas águas;telha padrão (composto);tapume de vinil;nenhum;m\u00e9dia;média;concreto derrramado;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;Y;WD;10420;2009;2009;0;36;0;1176;0;1212;0;2;0;3;6;0;2;100;22;0;3;2010;186000
020;Residencial baixa densidade;pavimentada;Outros;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Edwards;normal;normal;boa;média;duas águas;telha padrão (composto);tapume de vinil;pedra;boa;média;concreto derrramado;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;Y;Outros;17485;2009;2010;96;1346;0;162;1;1508;0;1;0;1;5;2;2;0;0;0;1;2010;308030
020;Residencial baixa densidade;pavimentada;levemente irregular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;rua sem saída;declive leve;Edwards;normal;normal;média;Outros;duas águas;telha padrão (composto);tapume de madeira;nenhum;m\u00e9dia;Outros;bloco de concreto;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;N;Outros;11200;1964;1964;0;0;0;1250;0;1298;0;2;0;3;5;0;2;0;144;0;6;2010;114000
020;Residencial baixa densidade;pavimentada;regular;depressão;todas as utilidades p\u00fablicas;lote interno;declive leve;Edwards;normal;normal;abaixo da média;boa;duas águas;telha padrão (composto);tapume de metal;nenhum;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;Y;WD;11100;1946;2006;0;0;0;0;0;930;0;1;0;2;6;0;1;0;0;0;4;2010;84900
060;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Sawyer West;normal;normal;acima da média;média;duas águas;telha padrão (composto);placa dura;face de tijolo;boa;média;bloco de concreto;0;forno de ar quente a gás;média;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;Y;WD;9206;1985;1985;336;0;0;741;0;977;755;2;1;3;7;1;2;192;46;0;6;2010;178000
020;Residencial baixa densidade;pavimentada;regular;depressão;todas as utilidades p\u00fablicas;lote interno;declive moderado;Sawyer West;normal;normal;boa;média;duas águas;telha padrão (composto);madeirra compensada;face de tijolo;boa;média;bloco de concreto;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;Y;WD;11980;1987;1987;177;1433;0;0;1;1433;0;1;1;1;4;2;2;0;278;0;6;2010;270000
